EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-82-3391585,823391585,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,MEMPHIS,TN,38119,1072 W REX RD,32820,"Memphis, TN-MS-AR",471570096004020,U,TN,Shelby County,"1072 W REX RD,MEMPHIS,TN,38119","1072 W Rex Rd, Memphis, Tennessee, 38119",35.1023230582838,-89.8723063617636,100,M,3,,,,,,,20,,,,,2017-12,2020,2017,2019,2020,2,"","",HUD PROJECT,12
EIN-82-3409771,823409771,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SPRINGFIELD,MO,65802-3652,411 N SHERMAN PKWY,44180,"Springfield, MO",290770007002028,U,MO,Greene County,"411 N SHERMAN PKWY,SPRINGFIELD,MO,65802-3652","411 N Sherman Pkwy, Springfield, Missouri, 65802",37.2116603397195,-93.2812746348026,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2018-09,2024,2018,2019,2024,6,"","",PLOTLINE,9
EIN-82-3431693,823431693,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,SAN DIEGO,CA,92127-7604,17506 ALVA RD,41740,"San Diego-Chula Vista-Carlsbad, CA",60730170643005,U,CA,San Diego County,"17506 ALVA RD,SAN DIEGO,CA,92127-7604","17506 Alva Rd, San Diego, California, 92127",33.0325265173409,-117.10932711576,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2021-11,2024,2021,2022,2024,3,% XUANDONG WANG,"",HOPE MUSIC FOUNDATION,11
EIN-82-3455831,823455831,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,SPRINGFIELD,MO,65802,423 EAST CENTRAL CHOIR ROOM,44180,"Springfield, MO",290770007001031,U,MO,Greene County,"423 EAST CENTRAL CHOIR ROOM,SPRINGFIELD,MO,65802","423 E Central St, Springfield, Missouri, 65802",37.2173854552479,-93.2884695,96.67,M,3,,,,,,,1,,,,,2018-01,2020,2018,2019,2020,2,"","",CHS CHOIR BOOSTERS,1
EIN-82-3463886,823463886,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NASHVILLE,TN,37211-8577,5113 RAVENS GLN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",470370191151005,U,TN,Davidson County,"5113 RAVENS GLN,NASHVILLE,TN,37211-8577","5113 Ravens Gln, Nashville, Tennessee, 37211",36.0162259741763,-86.7365110406831,100,M,3,1,0,5,0,4363,16,2,1,2000,0,9,2004-11,2024,2004,2019,2024,6,% MARILYN LORD,NATCHEZ TRACE RUG HOOKERS,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,11
EIN-82-3464296,823464296,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ARLINGTON HTS,IL,60004-5644,1001 N DOUGLAS AVE,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318029003010,U,IL,Cook County,"1001 N DOUGLAS AVE,ARLINGTON HTS,IL,60004-5644","1001 N Douglas Ave, Arlington Heights, Illinois, 60004",42.0947746763806,-87.9755560903113,100,M,3,1,0,5,0,0,16,2,1,2000,0,3,2018-01,2024,2018,2019,2024,6,"","",HARMONY YOUTH THEATER COMPANY,1
EIN-82-3511710,823511710,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,LOWELL,MA,01853-0000,PO BOX 9687,14460,"Boston-Cambridge-Newton, MA-NH",250173101021002,U,MA,Middlesex County,"PO BOX 9687,LOWELL,MA,01853-0000","01853, Lowell, Massachusetts",42.6482150000001,-71.314895,98,M,3,1,0,1,0,0,16,2,1,1230,0,3,2018-01,2024,2018,2019,2024,6,% SOPOLINE C TENG,"",CAMBODIAN AMERICAN LITERARY ARTS ASSOCIATION,1
EIN-82-3513384,823513384,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,73477,73477,4777,OAKLAND,CA,94608-2225,6117 SAN PABLO AVE,41860,"San Francisco-Oakland-Berkeley, CA",60014008002005,U,CA,Alameda County,"6117 SAN PABLO AVE,OAKLAND,CA,94608-2225","6117 San Pablo Ave, Emeryville, California, 94608",37.8444993744014,-122.284303792977,100,M,3,1,0,1,3,0,15,2,1,2000,1,3,2019-05,2024,2019,2019,2024,6,% RORY LYNN TERRELL,"",LOCAL ARTISTS BERKELEY,5
EIN-82-3514149,823514149,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,PLANO,TX,75093,5741 RIDGEHAVEN DR,19100,"Dallas-Fort Worth-Arlington, TX",480850316462051,U,TX,Collin County,"5741 RIDGEHAVEN DR,PLANO,TX,75093","5741 Ridgehaven Dr, Plano, Texas, 75093",33.0509662475906,-96.8196665532921,100,M,3,,,,,,,1,,,,,2018-03,2020,2018,2019,2020,2,"","",CHLOE TREVOR MUSIC INTERNATIONAL,3
EIN-82-3514371,823514371,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,MIAMI,FL,33137,5528 NE 2ND AVE,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120860020042022,U,FL,Miami-Dade County,"5528 NE 2ND AVE,MIAMI,FL,33137","5528 NE 2nd Ave, Miami, Florida, 33137",25.8267928359686,-80.1919680327772,100,M,3,,,,,,,20,,,,,2017-12,2020,2017,2019,2020,2,"","",KEEPING TOMORROW COUTURE INC,12
EIN-82-3518946,823518946,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SANTA FE,NM,87501-3726,1714 PASEO DE PERALTA,42140,"Santa Fe, NM",350490007002011,U,NM,Santa Fe County,"1714 PASEO DE PERALTA,SANTA FE,NM,87501-3726","1714 Paseo de Peralta, Santa Fe, New Mexico, 87501",35.6815353043872,-105.953627079667,100,M,3,1,0,1,0,0,15,2,1,1000,0,3,2018-11,2024,2018,2020,2024,5,% SAGE PALSNER,"",FOTO FORUM SANTE FE,11
EIN-82-3526745,823526745,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,1276,6355,34098,DEERFIELD BCH,FL,33442-2551,3030 DURHAM B,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120110104032008,U,FL,Broward County,"3030 DURHAM B,DEERFIELD BCH,FL,33442-2551","3030 Durham B, Deerfield Beach, Florida, 33442",26.3153437349243,-80.1367296865082,100,M,3,1,0,1,1,0,15,2,1,1000,3,3,2019-03,2024,2019,2019,2024,6,% SOLOMON TEICHMAN,"",LIGHTHOUSE STAINED GLASS CLUB OF CVE INC,3
EIN-82-3545137,823545137,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,ATLANTA,GA,30318-5218,1040 W MARIETTA ST NW,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210007001011,U,GA,Fulton County,"1040 W MARIETTA ST NW,ATLANTA,GA,30318-5218","1040 W Marietta St NW, Atlanta, Georgia, 30318",33.784554195395,-84.4218640867046,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2021-07,2024,2021,2022,2024,3,% KENYA FREEMAN,"",IM SEW FANTASTIC INC,7
EIN-82-3556712,823556712,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ARVADA,CO,80003-3946,6636 WADSWORTH BLVD,19740,"Denver-Aurora-Lakewood, CO",80590102121010,U,CO,Jefferson County,"6636 WADSWORTH BLVD,ARVADA,CO,80003-3946","6636 Wadsworth Blvd, Arvada, Colorado, 80003",39.8176494096601,-105.081313991143,100,M,3,1,0,1,3,0,16,2,1,1200,1,3,2019-11,2024,2019,2020,2024,5,"","",BOREDOMFIGHTERS INC,11
EIN-82-3558894,823558894,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,HENDERSON,NV,89014,1707 FLAT RIDGE DR,29820,"Las Vegas-Henderson-Paradise, NV",320030051073025,U,NV,Clark County,"1707 FLAT RIDGE DR,HENDERSON,NV,89014","1707 Flat Ridge Dr, Henderson, Nevada, 89014",36.0467013785563,-115.059965254371,100,M,3,,,,,,,20,,,,,2018-04,2020,2018,2019,2020,2,"","",DREAM AWARDS INC,4
EIN-82-3560341,823560341,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,LYLE,WA,98635,27 KNAPP RD,,"",530399502004017,R,WA,Klickitat County,"27 KNAPP RD,LYLE,WA,98635","27 Knapp Rd, Lyle, Washington, 98635",45.7340185083682,-121.213699512349,100,M,3,,,,,,,20,,,,,2018-05,2020,2018,2019,2020,2,"","",HIGH PRAIRIE ARTS,5
EIN-82-3566219,823566219,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,LIVERMORE,CA,94550,1080 VIA MADRID,41860,"San Francisco-Oakland-Berkeley, CA",60014517013002,U,CA,Alameda County,"1080 VIA MADRID,LIVERMORE,CA,94550","1080 Via Madrid, Livermore, California, 94550",37.6703348087886,-121.781915413267,100,M,3,,,,,,,10,,,,,2018-07,2020,2018,2019,2020,2,"",COMMA,CONSERVATORY OF MUSIC MOVEMENT AND ARTS,7
EIN-82-3606317,823606317,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,KEAAU,HI,96749-9201,HC 3 BOX 10006,25900,"Hilo, HI",150010210142002,R,HI,Hawaii County,"HC 3 BOX 10006,KEAAU,HI,96749-9201","96749-9201, Keaau, Hawaii",19.575477,-154.9987695,98,M,3,1,0,1,0,0,16,2,1,2000,0,3,2018-10,2024,2018,2019,2024,6,% KIPAIPAI ARTS,KIPAIPAI ARTS,KIPAIPAI ART FOUNDATION,10
EIN-82-3616623,823616623,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,MURFREESBORO,TN,37130-5631,1303 TODDINGTON DR,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",471490420002017,U,TN,Rutherford County,"1303 TODDINGTON DR,MURFREESBORO,TN,37130-5631","1303 Toddington Dr, Murfreesboro, Tennessee, 37130",35.8260384435339,-86.3755706175199,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2019-07,2024,2019,2020,2024,5,% EMMETT J WARINER,"",JESSI ZAZU INC,7
EIN-82-3623469,823623469,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BURTON,OH,44021-9526,13911 HALE RD,17460,"Cleveland-Elyria, OH",390553113004000,R,OH,Geauga County,"13911 HALE RD,BURTON,OH,44021-9526","13911 Hale Rd, Burton, Ohio, 44021",41.4899616530671,-81.1178132625083,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2018-01,2024,2018,2019,2024,6,"","",MUSIC EDUCATION OUTREACH FOUNDATION,1
EIN-82-3639882,823639882,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,250,222,WACO,TX,76701,1300 AUSTIN AVE,47380,"Waco, TX",483090001002083,U,TX,McLennan County,"1300 AUSTIN AVE,WACO,TX,76701","1300 Austin Ave, Waco, Texas, 76701",31.5502822916502,-97.1392311759193,100,M,3,,,,,,,1,,,,,2018-01,2022,2018,2019,2022,4,"","",WACO SCHOOL OF THE ARTS,1
EIN-82-3647822,823647822,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,TILLAMOOK,OR,97141-0000,312 MAIN AVENUE,,"",410579605002000,U,OR,Tillamook County,"312 MAIN AVENUE,TILLAMOOK,OR,97141-0000","312 Main Ave, Tillamook, Oregon, 97141",45.455841,-123.843967965751,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2018-01,2024,2018,2019,2024,6,% RACHEL NARHI,"",OREGON DANCE EDUCATION ORGANIZATION,1
EIN-82-3667974,823667974,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,2770300,2770300,1224228,LEHI,UT,84043-0000,3125 W EXECUTIVE PARKWAY,39340,"Provo-Orem, UT",490490101283003,U,UT,Utah County,"3125 W EXECUTIVE PARKWAY,LEHI,UT,84043-0000","3125 W Executive Pkwy, Lehi, Utah, 84043",40.4299115447807,-111.899474572479,100,M,3,1,0,1,6,0,15,1,1,2000,6,3,2021-04,2024,2021,2019,2024,6,% RYAN FREEMAN,"",ROOTS OF HUMANITY FOUNDATION INC,4
EIN-82-3698446,823698446,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ATLANTA,GA,30316-2369,711 FAYETTEVILLE RD SE APT 133,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130890237011003,U,GA,DeKalb County,"711 FAYETTEVILLE RD SE APT 133,ATLANTA,GA,30316-2369","711 Fayetteville Rd SE, Apt 133, Atlanta, Georgia, 30316",33.7370011446703,-84.3133558323323,100,M,3,1,0,1,0,0,16,2,1,1000,0,3,2019-04,2024,2019,2019,2024,6,"","",NAHNIES HEART,4
EIN-82-3698934,823698934,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,1994,GALESBURG,IL,61401-4707,214 E MAIN ST,23660,"Galesburg, IL",170950008002003,U,IL,Knox County,"214 E MAIN ST,GALESBURG,IL,61401-4707","214 E Main St, Galesburg, Illinois, 61401",40.9474352639219,-90.3675017252294,100,M,3,1,0,1,0,0,15,2,1,2000,1,3,2018-02,2024,2018,2019,2024,6,% PAMELA A FOX,"",SPOON RIVER DRAMA AND ARTS WORKSHOP,2
EIN-82-3710762,823710762,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,SANTA ROSA,CA,95407,491 MILLBRAE AVE,42220,"Santa Rosa-Petaluma, CA",60971532023013,U,CA,Sonoma County,"491 MILLBRAE AVE,SANTA ROSA,CA,95407","491 Millbrae Ave, Santa Rosa, California, 95407",38.3695508751225,-122.733004919095,100,M,3,,,,,,,20,,,,,2019-04,2020,2019,2019,2020,2,"","",FIRE CIRCLE THEATER,4
EIN-82-3734837,823734837,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,CHICAGO,IL,60626-4948,1510 W SCHREIBER AVE APT 3,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318306001007,U,IL,Cook County,"1510 W SCHREIBER AVE APT 3,CHICAGO,IL,60626-4948","1510 W Schreiber Ave, Apt 3, Chicago, Illinois, 60626",41.999045583415,-87.6683374941716,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2018-03,2024,2018,2019,2024,6,% PAMELA TORREY,"",CHICAGO VOCAL ARTS CONSORTIUM NFP,3
EIN-82-3747637,823747637,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,155901,238057,284204,SCOTTSDALE,AZ,85251-0000,6425 E THOMAS RD,38060,"Phoenix-Mesa-Chandler, AZ",40132180004001,U,AZ,Maricopa County,"6425 E THOMAS RD,SCOTTSDALE,AZ,85251-0000","6425 E Thomas Rd, Scottsdale, Arizona, 85251",33.4801995023086,-111.9413385,100,M,3,1,0,1,4,0,15,1,1,1200,4,3,2019-07,2024,2019,2020,2024,5,"","",THE WALTER HIVE,7
EIN-82-3778057,823778057,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,OMAHA,NE,68164-6270,5525 N 140TH ST,36540,"Omaha-Council Bluffs, NE-IA",310550073152009,U,NE,Douglas County,"5525 N 140TH ST,OMAHA,NE,68164-6270","5525 N 140th St, Omaha, Nebraska, 68164",41.309095756593,-96.1332340825496,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2018-09,2024,2018,2019,2024,6,% MARGARET K SHANAHAN,"",MIDWEST LAMPWORKERS BEADS FOR A CAUSE INC,9
EIN-82-3784022,823784022,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,,,HACKENSACK,NJ,7601,67 ARCADIA RD APT A,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030234011004,U,NJ,Bergen County,"67 ARCADIA RD APT A,HACKENSACK,NJ,7601","67 Arcadia Rd, Hackensack, New Jersey, 07601",40.8870405288113,-74.0618426251511,100,M,3,,,,,,,20,,,,,2018-05,2020,2018,2019,2020,2,"","",IMAVISION INC,5
EIN-82-3789768,823789768,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,OAKLAND,MD,21550-1139,5000 THAYER CENTER SUITE C,,"",240230006013012,U,MD,Garrett County,"5000 THAYER CENTER SUITE C,OAKLAND,MD,21550-1139","5000 Thayer Ctr, #C, Oakland, Maryland, 21550",39.419969070229,-79.3998569444862,100,M,3,1,0,1,0,0,16,2,1,1230,0,3,2018-11,2024,2018,2019,2024,6,% STEVEN T L GARCIA,"",ASSOCIATION FOR THE PROMOTION OF ANTHROPOMORPHIC WRITING,11
EIN-82-3795225,823795225,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BROOKLYN,NY,11233-6420,1596 ST MARKS AVE,35620,"New York-Newark-Jersey City, NY-NJ-PA",360470363003000,U,NY,Kings County,"1596 ST MARKS AVE,BROOKLYN,NY,11233-6420","1596 St Marks Ave, Brooklyn, New York, 11233",40.673142,-73.914246,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2018-12,2024,2018,2019,2024,6,% QUINTON T SPIKENER,XYAYX INSTITUTE,XYAYX THE MOVEMENT INC,12
EIN-82-3812831,823812831,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,28805,28805,4694,RIVERSIDE,CA,92506-5542,6721 DE GRAZIA RD,40140,"Riverside-San Bernardino-Ontario, CA",60650306022014,U,CA,Riverside County,"6721 DE GRAZIA RD,RIVERSIDE,CA,92506-5542","6721 De Grazia Rd, Riverside, California, 92506",33.9285394751573,-117.378980636851,100,M,3,1,0,1,3,0,15,2,1,2000,1,3,2018-02,2024,2018,2019,2024,6,"",INLAND EMPIRE MUSICAL ARTS,INLAND EMPIRE MUSICAL ARTS CORP,2
EIN-82-3814285,823814285,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ROGERS,AR,72758-1645,3711 W LEHMAN DR,22220,"Fayetteville-Springdale-Rogers, AR",50070204012000,U,AR,Benton County,"3711 W LEHMAN DR,ROGERS,AR,72758-1645","3711 W Lehman Dr, Rogers, Arkansas, 72758",36.330849,-94.1729265,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2018-04,2024,2018,2019,2024,6,"","",HEART OF AMERICA ARTISTS INC,4
EIN-82-3826421,823826421,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NEW WINDSOR,MD,21776-7714,15002 OAK ORCHARD RD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",240217516002033,R,MD,Frederick County,"15002 OAK ORCHARD RD,NEW WINDSOR,MD,21776-7714","15002 Oak Orchard Rd, New Windsor, Maryland, 21776",39.4932427635466,-77.141316551763,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2018-01,2024,2018,2019,2024,6,"","",RAYMOND F WEISS TEACHING ARTIST RESIDENCY PROGRAM,1
EIN-82-3829181,823829181,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BOONVILLE,MO,65233-3861,12551 HIGHWAY 5,17860,"Columbia, MO",290539505003102,R,MO,Cooper County,"12551 HIGHWAY 5,BOONVILLE,MO,65233-3861","12551 Highway 5, Boonville, Missouri, 65233",38.8708613022391,-92.8321441928848,100,M,3,1,0,5,0,4363,16,2,1,2000,0,9,2004-11,2024,2004,2019,2024,6,% SUSAN E MEADOWS,BIG MUDDY RUG HOOKERS,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,11
EIN-82-3838589,823838589,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,ABILENE,TX,79605-7050,3639 SAYLES BLVD,10180,"Abilene, TX",484410124002017,U,TX,Taylor County,"3639 SAYLES BLVD,ABILENE,TX,79605-7050","3639 Sayles Blvd, Abilene, Texas, 79605",32.4061738642738,-99.7509717913044,100,M,3,1,0,5,0,0,16,2,1,1200,0,3,2018-02,2024,2018,2019,2024,6,% JUSTIN RADCLIFFE,"",COOPER THEATRE PARENTS,2
EIN-82-3840952,823840952,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,20726,3012,GEORGETOWN,DE,19947-2584,26026 PATRIOTS WAY,41540,"Salisbury, MD-DE",100050506011021,R,DE,Sussex County,"26026 PATRIOTS WAY,GEORGETOWN,DE,19947-2584","26026 Patriots Way, Georgetown, Delaware, 19947",38.6312077465237,-75.3244538126828,100,M,3,1,1,1,2,0,4,0,1,2000,1,3,2018-11,2024,2018,2019,2024,6,% DAVID WARICK,"",TAKE TWO DRAMA CLUB OF SUSSEX CENTRAL HIGH SCHOOL INC,11
EIN-82-3905330,823905330,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,1515,1515,140,EAST PALATKA,FL,32131-4093,106 RIO VISTA AVE,37260,"Palatka, FL",121079511004000,U,FL,Putnam County,"106 RIO VISTA AVE,EAST PALATKA,FL,32131-4093","106 Rio Vista Ave, East Palatka, Florida, 32131",29.634268838219,-81.5900284513241,100,M,3,1,0,1,1,0,16,2,1,2000,1,3,2019-05,2024,2019,2019,2024,6,"",MIRACLE PRINTZ,ART HOLE INC,5
EIN-82-3915187,823915187,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,3040,3040,515,BROOKFIELD,WI,53045-1138,17840 REDVERE DR,33340,"Milwaukee-Waukesha, WI",551332008033012,U,WI,Waukesha County,"17840 REDVERE DR,BROOKFIELD,WI,53045-1138","17840 Redvere Dr, Brookfield, Wisconsin, 53045",43.0977023519532,-88.1332247776848,100,M,3,1,0,1,1,0,15,2,1,1200,1,3,2020-12,2024,2020,2022,2024,3,"","",AKKHOR,12
EIN-82-3929258,823929258,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,283147,286647,57555,LOS ANGELES,CA,90043-4824,2812 W 54TH ST,31080,"Los Angeles-Long Beach-Anaheim, CA",60372346003009,U,CA,Los Angeles County,"2812 W 54TH ST,LOS ANGELES,CA,90043-4824","2812 W 54th St, Los Angeles, California, 90043",33.9931108944479,-118.324271894448,100,M,3,1,0,1,4,0,15,2,1,1300,3,3,2018-02,2024,2018,2019,2024,6,% TANISHA HALL,"",WHITE HALL ARTS ACADEMY FOUNDATION,2
EIN-82-3942615,823942615,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,305944,305944,365486,MESA,AZ,85204-3709,2057 E PUEBLO AVE,38060,"Phoenix-Mesa-Chandler, AZ",40134225024009,U,AZ,Maricopa County,"2057 E PUEBLO AVE,MESA,AZ,85204-3709","2057 E Pueblo Ave, Mesa, Arizona, 85204",33.400832952796,-111.786422841105,100,M,3,1,0,1,4,0,15,1,1,2000,4,3,2018-04,2024,2018,2019,2024,6,% SHANICE JOHNSON,"",MADE IN HER IMAGE,4
EIN-82-3959833,823959833,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,WILKESBORO,NC,28697-2132,1305 S COLLEGIATE DRIVE,35900,"North Wilkesboro, NC",371939610013006,U,NC,Wilkes County,"1305 S COLLEGIATE DRIVE,WILKESBORO,NC,28697-2132","1305 S Collegiate Dr, Wilkesboro, North Carolina, 28697",36.1395218940213,-81.1781607710484,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2018-05,2024,2018,2019,2024,6,% KATIE F SMITHEY,"",BLUE RIDGE ARTISANS ASSOCIATION INC,5
EIN-82-3986580,823986580,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,74192,65900,HOOD RIVER,OR,97031-1509,1016 11TH ST,26220,"Hood River, OR",410279503023039,U,OR,Hood River County,"1016 11TH ST,HOOD RIVER,OR,97031-1509","1016 11th St, Hood River, Oregon, 97031",45.702594,-121.522447008771,100,M,3,1,1,1,3,0,4,0,1,1000,3,3,2018-05,2024,2018,2019,2024,6,"","",ITF AMERICA FOUNDATION,5
EIN-82-3988831,823988831,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,NEW ORLEANS,LA,70116-2015,400 ESPLANADE AVE,35380,"New Orleans-Metairie, LA",220710038002006,U,LA,Orleans Parish,"400 ESPLANADE AVE,NEW ORLEANS,LA,70116-2015","400 Esplanade Ave, New Orleans, Louisiana, 70116",29.9616688834037,-90.0576037964394,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2018-04,2024,2018,2019,2024,6,"","",MUSIC POLICY FORUM,4
EIN-82-3992155,823992155,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BENTONVILLE,AR,72712-5916,410 SE C ST APT B,22220,"Fayetteville-Springdale-Rogers, AR",50070205012037,U,AR,Benton County,"410 SE C ST APT B,BENTONVILLE,AR,72712-5916","410 SE C St, Apt B, Bentonville, Arkansas, 72712",36.367434,-94.206051,100,M,3,1,0,1,0,0,16,2,1,1200,0,3,2018-08,2024,2018,2019,2024,6,% TANIA KNUDSEN,"",MINERVA ARTS,8
EIN-82-3997800,823997800,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,FT WASHINGTON,MD,20749-4078,PO BOX 44078,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",240338013072005,U,MD,Prince George's County,"PO BOX 44078,FT WASHINGTON,MD,20749-4078","20749-4078, Fort Washington, Maryland",38.731014,-76.9916295,98,M,3,1,0,1,0,0,16,2,1,1200,0,3,2018-08,2024,2018,2019,2024,6,"","",INDIE VOICE,8
EIN-82-4003451,824003451,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,1020496,1020496,572815,PEORIA,IL,61603-3962,919 NE JEFFERSON AVE,37900,"Peoria, IL",171430013002019,U,IL,Peoria County,"919 NE JEFFERSON AVE,PEORIA,IL,61603-3962","919 NE Jefferson Ave, Peoria, Illinois, 61603",40.6992995490216,-89.5803575639966,100,M,3,1,0,1,6,0,16,1,1,1230,5,3,2018-03,2024,2018,2019,2024,6,"","",ARTISTS REENVISIONING TOMORROW,3
EIN-82-4041963,824041963,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,1,46522,TIVOLI,NY,12583-5813,283 W KERLEY CORNERS RD,39100,"Poughkeepsie-Newburgh-Middletown, NY",360271500043006,R,NY,Dutchess County,"283 W KERLEY CORNERS RD,TIVOLI,NY,12583-5813","283 W Kerley Corners Rd, Tivoli, New York, 12583",42.051708,-73.873998,100,M,3,1,1,1,1,0,3,0,1,1200,3,3,2018-11,2024,2018,2019,2024,6,% JUDY PFAFF,"",JUDY PFAFF FOUNDATION INC,11
